.id,place,zip,place_of_total,total_number,retired_number,disabled_number,widow_number,spouse_number,children_number,total_benefits,retired_benefits,widow_benefits,age65_benefits,zip_ben
Alabama,All areas c,,,48434281,30460839,6518989,4749379,2680259,4024815,44351668,30521816,4470918,34019044,
Alabama,,,"Total, Alabama",903569,492491,169639,97546,46206,97687,777620,473244,84212,561665,
Alabama,Albertville,,,31285,16935,6055,3565,1775,2955,25820,15419,2886,19495,
Alabama,,35013,,60,25,15,5,5,10,52,27,6,30,1.08
Alabama,,35016,,3570,2035,620,415,190,310,2859,1761,322,2315,0.865356265356265
Alabama,,35031,,1650,900,330,170,105,145,1339,806,131,1010,0.895555555555556
Alabama,,35049,,705,385,125,85,45,65,619,367,80,450,0.953246753246753
Alabama,,35079,,1445,700,285,185,95,180,1276,691,165,850,0.987142857142857
Alabama,,35097,,400,180,95,35,25,65,350,177,33,210,0.983333333333333
Alabama,,35121,,3120,1805,530,375,170,240,2637,1672,308,2065,0.926315789473684
Alabama,,35133,,745,390,155,90,45,65,695,396,83,470,1.01538461538462
Alabama,,35175,,1025,560,175,120,60,110,857,524,93,630,0.935714285714286
Alabama,,35747,,1140,600,240,125,65,110,950,542,101,675,0.903333333333333
Alabama,,35950,,3830,2060,725,465,195,385,3119,1883,375,2395,0.914077669902913
Alabama,,35951,,2120,1100,465,225,115,215,1712,980,178,1245,0.890909090909091
Alabama,,35956,,1815,955,395,170,120,175,1504,875,139,1085,0.916230366492147
Alabama,,35957,,3240,1700,675,395,190,280,2637,1526,318,2010,0.897647058823529
Alabama,,35962,,1315,650,300,150,80,135,991,535,109,790,0.823076923076923
Alabama,,35964,,90,35,30,5,5,15,76,32,4,35,0.914285714285714
Alabama,,35974,,480,240,110,55,20,55,363,205,44,280,0.854166666666667
Alabama,,35976,,3705,2190,610,405,200,300,3136,2040,332,2465,0.931506849315068
Alabama,,35980,,830,425,175,90,45,95,649,378,65,485,0.889411764705882
Alabama,Alexander City,,,25885,14370,5360,2300,950,2905,22093,13691,1900,15390,
Alabama,,35010,,4610,2685,965,370,130,460,4061,2614,318,2865,0.973556797020484
Alabama,,35011,,600,260,175,55,10,100,492,261,44,300,1.00384615384615
Alabama,,35072,,1280,600,370,110,35,165,1028,538,84,650,0.896666666666667
Alabama,,35089,,550,240,165,40,10,95,418,216,28,260,0.9
Alabama,,35136,,525,285,120,50,20,50,445,264,41,315,0.926315789473684
Alabama,,35183,,195,105,45,15,15,15,180,104,11,115,0.990476190476191
Alabama,,36020,,210,105,50,25,5,25,172,96,23,115,0.914285714285714
Alabama,,36022,,1485,855,255,155,85,135,1309,828,131,940,0.968421052631579
Alabama,,36024,,1320,755,250,125,50,140,1143,722,110,805,0.956291390728477
Alabama,,36025,,685,345,130,80,30,100,544,314,62,390,0.910144927536232
Alabama,,36026,,305,190,55,15,15,30,272,191,16,190,1.00526315789474
Alabama,,36045,,35,15,10,5,0,5,24,11,1,10,0.733333333333333
Alabama,,36054,,1835,980,350,180,90,235,1569,943,159,1070,0.962244897959184
Alabama,,36078,,2745,1575,530,245,80,315,2293,1453,199,1690,0.922539682539682
Alabama,,36080,,540,330,95,40,25,50,470,321,31,330,0.972727272727273
Alabama,,36092,,3425,1810,675,365,150,425,2845,1686,298,2020,0.931491712707182
Alabama,,36093,,1290,865,160,95,65,105,1220,888,87,860,1.02658959537572
Alabama,,36256,,380,230,90,25,5,30,334,215,21,230,0.934782608695652
Alabama,,36850,,835,360,255,75,25,120,626,287,51,410,0.797222222222222
Alabama,,36853,,2230,1335,415,185,75,220,1936,1296,150,1380,0.970786516853933
Alabama,,36861,,805,445,200,45,30,85,705,436,38,445,0.979775280898876
Alabama,Andalusia,,,21180,11690,4195,2120,965,2210,17242,10494,1700,13035,
Alabama,,36038,,65,40,10,5,5,5,57,39,3,40,0.975
Alabama,,36401,,2105,1065,470,190,100,280,1637,939,138,1185,0.88169014084507
Alabama,,36420,,2895,1775,495,300,95,230,2376,1563,247,1960,0.88056338028169
Alabama,,36421,,1770,1085,315,160,65,145,1474,964,135,1175,0.888479262672811
Alabama,,36426,,3315,1805,645,345,190,330,2826,1720,295,2050,0.952908587257618
Alabama,,36427,,560,285,105,65,20,85,464,276,57,325,0.968421052631579
Alabama,,36432,,710,300,205,70,35,100,562,268,53,360,0.893333333333333
Alabama,,36441,,825,430,165,90,60,80,702,412,73,505,0.958139534883721
Alabama,,36442,,915,530,165,95,45,80,673,432,67,585,0.815094339622642
Alabama,,36454,,25,20,0,5,0,0,24,20,2,15,1
Alabama,,36455,,150,75,35,15,5,20,105,57,10,85,0.76
Alabama,,36467,,2695,1610,525,215,110,235,2166,1396,169,1730,0.867080745341615
Alabama,,36473,,40,25,10,5,0,0,33,20,3,25,0.8
Alabama,,36474,,770,450,140,75,35,70,615,389,58,495,0.864444444444444
Alabama,,36475,,480,210,135,40,35,60,372,187,32,255,0.890476190476191
Alabama,,36476,,115,55,25,10,5,20,91,47,11,60,0.854545454545455
Alabama,,36483,,140,80,35,10,5,10,106,63,10,85,0.7875
Alabama,,36502,,3060,1595,595,365,135,370,2514,1450,292,1810,0.909090909090909
Alabama,,36504,,525,245,115,55,20,90,415,232,42,275,0.946938775510204
Alabama,,36543,,20,10,5,5,0,0,22,12,3,15,1.2
Alabama,Anniston,,,47740,25505,9925,4990,2305,5015,39439,23250,4124,28620,
Alabama,,35004,,1290,705,250,160,55,120,1207,718,156,810,1.01843971631206
Alabama,,35052,,100,60,15,20,0,5,90,60,15,80,1
Alabama,,35054,,985,580,180,85,50,90,923,601,80,605,1.03620689655172
Alabama,,35112,,170,70,50,25,5,20,133,64,19,85,0.914285714285714
Alabama,,35120,,1555,735,370,165,90,195,1364,738,152,815,1.00408163265306
Alabama,,35125,,2080,1050,440,240,110,240,1755,991,203,1220,0.943809523809524
Alabama,,35128,,1655,960,275,145,120,155,1538,988,142,1060,1.02916666666667
Alabama,,35131,,805,340,200,105,60,100,661,313,95,440,0.920588235294118
Alabama,,35135,,335,170,80,35,10,40,298,164,33,180,0.964705882352941
Alabama,,35146,,1470,840,230,180,85,135,1350,846,168,935,1.00714285714286
Alabama,,35182,,100,25,40,10,5,20,63,20,5,25,0.8
Alabama,,35953,,1545,750,350,160,80,205,1313,720,133,850,0.96
Alabama,,35987,,555,285,100,80,40,50,459,257,66,350,0.901754385964912
Alabama,,36201,,4710,2200,1180,555,205,570,3449,1798,417,2660,0.817272727272727
Alabama,,36202,,715,315,180,60,20,140,545,296,45,355,0.93968253968254
Alabama,,36203,,3425,1925,655,360,140,345,2825,1715,305,2155,0.890909090909091
Alabama,,36204,,210,70,60,15,15,50,128,59,9,80,0.842857142857143
Alabama,,36205,,55,40,5,0,5,5,56,43,2,45,1.075
Alabama,,36206,,2340,1365,425,225,125,200,1906,1208,185,1500,0.884981684981685
Alabama,,36207,,3760,2310,570,420,205,255,3383,2266,385,2670,0.980952380952381
Alabama,,36250,,805,445,150,80,45,85,671,407,66,480,0.914606741573034
Alabama,,36253,,275,125,55,35,15,45,192,90,29,160,0.72
Alabama,,36254,,120,50,30,15,5,20,90,42,13,60,0.84
Alabama,,36257,,135,55,35,20,10,15,100,47,15,65,0.854545454545455
Alabama,,36260,,730,305,200,75,45,105,545,255,56,365,0.836065573770492
Alabama,,36261,,45,20,10,5,0,10,36,18,4,25,0.9
Alabama,,36262,,295,140,65,35,10,45,232,124,25,150,0.885714285714286
Alabama,,36263,,130,75,25,10,10,10,102,68,7,85,0.906666666666667
Alabama,,36264,,2065,1105,440,210,105,205,1635,965,149,1225,0.873303167420815
Alabama,,36265,,3230,1775,660,325,155,315,2678,1600,273,1970,0.901408450704225
Alabama,,36269,,230,125,55,15,10,25,187,106,13,120,0.848
Alabama,,36270,,20,15,5,0,0,0,16,11,0,15,0.733333333333333
Alabama,,36271,,1165,575,285,125,60,120,946,521,95,640,0.906086956521739
Alabama,,36272,,3230,1575,820,345,130,360,2548,1364,257,1770,0.866031746031746
Alabama,,36273,,625,385,115,45,15,65,511,333,33,385,0.864935064935065
Alabama,,36274,,2605,1560,505,220,60,260,2131,1367,166,1630,0.876282051282051
Alabama,,36276,,535,335,100,40,15,45,420,277,29,335,0.826865671641791
Alabama,,36277,,1120,575,245,135,55,110,890,493,110,665,0.857391304347826
Alabama,,36278,,1060,660,180,80,60,80,890,597,65,685,0.904545454545454
Alabama,,36279,,570,260,140,60,40,70,452,230,51,305,0.884615384615385
Alabama,,36280,,890,550,150,70,35,85,721,473,54,565,0.86
Alabama,Bessemer,,,23010,11090,4680,3245,1155,2840,20304,11022,2967,13750,
Alabama,,35006,,750,340,195,90,45,80,690,345,79,395,1.01470588235294
Alabama,,35020,,6545,2675,1510,1070,275,1015,5212,2460,909,3600,0.919626168224299
Alabama,,35021,,500,170,150,75,15,90,388,153,61,225,0.9
Alabama,,35022,,3505,1945,535,480,195,350,3289,2025,456,2330,1.04113110539846
Alabama,,35023,,5315,2910,900,710,345,450,5132,3069,720,3525,1.05463917525773
Alabama,,35061,,515,185,140,75,20,95,430,172,65,235,0.92972972972973
Alabama,,35111,,2060,1125,385,235,120,195,2039,1205,235,1260,1.07111111111111
Alabama,,35142,,40,25,0,5,5,5,38,24,8,35,0.96
Alabama,,35221,,1455,680,345,215,45,170,1184,603,175,850,0.886764705882353
Alabama,,35228,,2325,1035,520,290,90,390,1900,966,259,1295,0.933333333333333
Alabama,"Birmingham, Downtown",,,93650,53240,15190,10800,5030,9390,89062,56708,10496,62150,
Alabama,,35005,,1785,960,325,220,115,165,1650,979,207,1140,1.01979166666667
Alabama,,35007,,2975,1725,540,280,130,300,2798,1773,265,1895,1.02782608695652
Alabama,,35036,,135,60,30,20,5,20,110,54,17,75,0.9
Alabama,,35040,,1635,845,320,195,70,205,1501,885,179,975,1.04733727810651
Alabama,,35043,,755,485,90,75,45,60,740,511,71,520,1.05360824742268
Alabama,,35051,,1510,755,325,155,100,175,1347,778,136,880,1.03046357615894
Alabama,,35060,,150,55,50,25,0,20,125,52,21,70,0.945454545454546
Alabama,,35064,,2375,1140,520,290,60,365,2009,1076,245,1330,0.943859649122807
Alabama,,35068,,1240,745,200,140,60,95,1202,781,138,860,1.04832214765101
Alabama,,35071,,3225,2080,380,360,185,220,3184,2198,359,2390,1.05673076923077
Alabama,,35073,,760,390,135,110,60,65,703,396,106,510,1.01538461538462
Alabama,,35078,,515,230,115,55,30,85,430,223,45,275,0.969565217391304
Alabama,,35080,,1290,735,185,155,70,145,1242,773,159,835,1.05170068027211
Alabama,,35091,,310,140,65,45,20,40,279,140,40,175,1
Alabama,,35114,,635,345,130,65,30,65,605,371,63,370,1.07536231884058
Alabama,,35115,,2045,1085,395,255,120,190,1850,1107,238,1285,1.02027649769585
Alabama,,35116,,880,485,135,115,70,75,833,510,112,580,1.05154639175258
Alabama,,35117,,1115,670,165,120,75,85,1065,685,116,770,1.02238805970149
Alabama,,35118,,940,495,155,140,65,85,877,501,141,615,1.01212121212121
Alabama,,35119,,80,25,20,15,5,15,58,23,13,40,0.92
Alabama,,35124,,2595,1760,280,235,140,180,2703,1954,247,1880,1.11022727272727
Alabama,,35127,,2085,1205,305,245,125,205,2051,1287,247,1420,1.06804979253112
Alabama,,35137,,80,35,25,5,0,15,69,35,4,40,1
Alabama,,35139,,35,5,15,5,5,5,25,7,6,15,1.4
Alabama,,35143,,765,420,160,75,40,70,706,433,62,470,1.03095238095238
Alabama,,35147,,595,325,115,70,45,40,552,336,60,390,1.03384615384615
Alabama,,35172,,620,305,135,70,50,60,547,304,58,355,0.99672131147541
Alabama,,35176,,190,95,55,25,5,10,175,93,25,110,0.978947368421053
Alabama,,35178,,735,375,150,75,45,90,631,374,66,435,0.997333333333333
Alabama,,35180,,2550,1330,480,320,170,250,2345,1356,298,1590,1.01954887218045
Alabama,,35181,,35,20,5,5,0,5,32,19,6,25,0.95
Alabama,,35185,,50,35,5,5,5,0,44,35,3,35,1
Alabama,,35186,,845,490,140,85,65,65,797,513,81,545,1.0469387755102
Alabama,,35187,,115,35,35,15,5,25,87,33,13,50,0.942857142857143
Alabama,,35201,,230,105,65,15,5,40,190,106,11,105,1.00952380952381
Alabama,,35202,,285,90,75,20,0,100,201,86,16,95,0.955555555555556
Alabama,,35203,,655,285,220,100,5,45,528,254,75,365,0.891228070175439
Alabama,,35204,,2950,1485,635,360,85,385,2268,1291,279,1760,0.869360269360269
Alabama,,35205,,2640,1400,575,290,65,310,2315,1371,263,1635,0.979285714285714
Alabama,,35207,,2545,1170,615,335,100,325,1968,1022,262,1425,0.873504273504274
Alabama,,35208,,3110,1300,860,325,80,545,2461,1205,266,1505,0.926923076923077
Alabama,,35209,,3145,2055,310,415,140,225,3361,2373,477,2455,1.15474452554745
Alabama,,35211,,6575,3240,1500,750,200,885,5298,2930,607,3770,0.904320987654321
Alabama,,35213,,2635,1730,180,345,250,130,3065,2200,444,2215,1.27167630057803
Alabama,,35214,,4455,2270,910,505,175,595,3943,2214,447,2635,0.975330396475771
Alabama,,35216,,4955,3420,365,580,315,275,5430,4017,651,4005,1.17456140350877
Alabama,,35218,,1590,575,450,210,55,300,1166,487,159,730,0.84695652173913
Alabama,,35219,,90,45,25,0,5,15,76,44,1,40,0.977777777777778
Alabama,,35222,,1385,815,225,145,55,145,1261,845,136,955,1.03680981595092
Alabama,,35223,,1950,1290,65,250,260,85,2419,1747,341,1685,1.35426356589147
Alabama,,35224,,1475,625,320,245,70,215,1220,607,214,860,0.9712
Alabama,,35226,,4830,3395,325,510,345,255,5240,3939,570,3890,1.16023564064801
Alabama,,35231,,200,85,55,20,5,35,172,81,17,100,0.952941176470588
Alabama,,35233,,70,25,20,0,0,25,60,26,1,25,1.04
Alabama,,35234,,1570,710,355,230,45,230,1199,610,184,885,0.859154929577465
Alabama,,35236,,100,65,15,10,0,10,107,72,8,65,1.10769230769231
Alabama,,35238,,75,50,10,5,5,5,79,59,4,50,1.18
Alabama,,35242,,4390,2995,355,395,310,335,4914,3627,442,3190,1.2110183639399
Alabama,,35243,,2735,1930,165,325,205,110,3072,2290,391,2275,1.18652849740933
Alabama,,35244,,3015,2005,255,325,210,220,3303,2363,363,2250,1.1785536159601
Alabama,,35253,,80,50,5,5,15,5,100,73,7,65,1.46
Alabama,,35255,,60,25,25,0,0,10,52,21,2,25,0.84
Alabama,,35259,,75,35,10,5,0,25,67,42,3,40,1.2
Alabama,,35260,,60,40,5,5,5,5,66,49,4,50,1.225
Alabama,,35266,,70,45,10,5,5,5,70,49,6,50,1.08888888888889
Alabama,"Birmingham, East",,,32590,17330,6075,3610,1530,4045,29217,17653,3371,20180,
Alabama,,35015,,25,15,10,0,0,0,23,13,1,15,0.866666666666667
Alabama,,35048,,55,30,10,5,5,5,49,27,6,35,0.9
Alabama,,35094,,2855,1570,530,340,150,265,2613,1598,312,1805,1.01783439490446
Alabama,,35123,,55,35,5,10,5,0,53,37,8,40,1.05714285714286
Alabama,,35126,,3305,1825,560,385,190,345,3134,1910,372,2115,1.04657534246575
Alabama,,35173,,3565,2220,425,375,215,330,3566,2411,393,2515,1.08603603603604
Alabama,,35206,,3650,1685,845,390,150,580,2945,1609,335,2030,0.954896142433234
Alabama,,35210,,2650,1650,370,300,125,205,2575,1746,300,1895,1.05818181818182
Alabama,,35212,,2140,915,585,230,65,345,1616,807,176,1080,0.881967213114754
Alabama,,35215,,7010,3580,1330,760,315,1025,6221,3658,715,4185,1.02178770949721
Alabama,,35217,,3380,1565,780,445,130,460,2807,1486,384,1935,0.949520766773163
Alabama,,35220,,190,100,50,10,5,25,171,105,11,100,1.05
Alabama,,35232,,255,80,85,25,5,60,179,72,17,95,0.9
Alabama,,35235,,3235,2000,425,315,165,330,3106,2112,322,2270,1.056
Alabama,,35261,,220,60,65,20,5,70,159,62,19,65,1.03333333333333
Alabama,"Columbus, GA",,,11045,6165,2080,1200,425,1175,9155,5551,961,6830,
Alabama,,36851,,50,20,10,0,5,15,31,15,1,25,0.75
Alabama,,36856,,425,220,85,40,25,55,325,181,28,235,0.822727272727273
Alabama,,36858,,150,75,25,25,5,20,113,62,14,90,0.826666666666667
Alabama,,36860,,525,250,110,70,30,65,390,208,50,315,0.832
Alabama,,36867,,3385,2140,465,385,115,280,2922,1983,333,2390,0.926635514018692
Alabama,,36868,,615,320,125,65,20,85,509,295,50,365,0.921875
Alabama,,36869,,3105,1660,690,330,105,320,2520,1459,253,1815,0.878915662650602
Alabama,,36870,,1655,860,355,160,65,215,1392,797,135,935,0.926744186046512
Alabama,,36871,,255,125,45,30,15,40,185,102,20,140,0.816
Alabama,,36875,,930,515,180,95,45,95,767,450,79,545,0.87378640776699
Alabama,Cullman,,,23355,12960,4215,2655,1420,2105,19450,11889,2195,14900,
Alabama,,35019,,440,245,70,50,35,40,348,211,42,290,0.861224489795918
Alabama,,35033,,730,350,145,95,45,95,619,328,83,400,0.937142857142857
Alabama,,35053,,600,365,105,50,40,40,544,358,45,390,0.980821917808219
Alabama,,35055,,4325,2670,575,550,235,295,3792,2557,479,3150,0.957677902621723
Alabama,,35056,,560,300,95,75,20,70,461,282,60,365,0.94
Alabama,,35057,,2350,1350,385,250,160,205,2037,1285,218,1515,0.951851851851852
Alabama,,35058,,1980,1150,335,195,140,160,1662,1051,168,1305,0.913913043478261
Alabama,,35070,,150,70,35,25,5,15,119,64,18,80,0.914285714285714
Alabama,,35077,,2730,1520,480,315,185,230,2283,1394,258,1765,0.917105263157895
Alabama,,35083,,630,340,110,75,30,75,517,309,65,380,0.908823529411765
Alabama,,35087,,455,235,100,50,20,50,351,195,35,260,0.829787234042553
Alabama,,35098,,290,145,55,35,20,35,230,133,29,180,0.917241379310345
Alabama,,35179,,1835,1005,370,190,110,160,1525,911,159,1130,0.906467661691542
Alabama,,35540,,570,310,100,60,45,55,442,265,41,360,0.854838709677419
Alabama,,35541,,780,435,130,95,60,60,654,399,75,475,0.917241379310345
Alabama,,35551,,25,10,10,0,0,5,15,5,1,10,0.5
Alabama,,35553,,1110,545,250,135,65,115,867,469,106,645,0.860550458715596
Alabama,,35565,,3255,1635,745,355,170,350,2542,1430,264,1875,0.874617737003058
Alabama,,35572,,235,130,50,20,15,20,185,105,18,150,0.807692307692308
Alabama,,35575,,280,140,60,30,20,30,233,125,26,165,0.892857142857143
Alabama,,35577,,25,10,10,5,0,0,23,12,2,10,1.2
Alabama,Decatur,,,40945,22810,7295,4565,2465,3810,35887,21979,3913,25920,
Alabama,,35601,,6580,3880,1045,720,360,575,5971,3886,654,4460,1.00154639175258
Alabama,,35602,,490,255,70,50,15,100,439,276,40,300,1.08235294117647
Alabama,,35603,,4710,2880,695,505,285,345,4515,2958,488,3185,1.02708333333333
Alabama,,35611,,4625,2590,785,580,285,385,3916,2411,483,3060,0.930888030888031
Alabama,,35612,,350,185,85,30,15,35,310,184,25,200,0.994594594594595
Alabama,,35613,,2350,1450,320,220,170,190,2106,1416,193,1585,0.976551724137931
Alabama,,35614,,1280,680,270,130,70,130,1061,621,98,730,0.913235294117647
Alabama,,35615,,90,50,15,5,5,15,69,44,5,55,0.88
Alabama,,35618,,540,260,115,70,25,70,442,234,53,295,0.9
Alabama,,35619,,935,465,200,100,70,100,791,436,86,545,0.937634408602151
Alabama,,35620,,1390,670,325,145,85,165,1144,610,109,755,0.91044776119403
Alabama,,35621,,580,335,75,70,40,60,461,290,52,390,0.865671641791045
Alabama,,35622,,1495,740,305,200,90,160,1213,658,160,890,0.889189189189189
Alabama,,35640,,4625,2700,770,520,275,360,4194,2643,463,3035,0.978888888888889
Alabama,,35643,,700,315,175,80,40,90,591,296,61,365,0.93968253968254
Alabama,,35647,,210,125,30,30,10,15,181,112,26,135,0.896
Alabama,,35649,,20,10,5,5,0,0,16,12,2,10,1.2
Alabama,,35650,,3040,1610,580,355,215,280,2572,1517,291,1865,0.942236024844721
Alabama,,35651,,255,135,45,30,25,20,211,125,26,165,0.925925925925926
Alabama,,35670,,1345,720,265,140,80,140,1170,684,118,790,0.95
Alabama,,35671,,425,200,100,45,20,60,352,186,43,230,0.93
Alabama,,35672,,1435,710,315,170,85,155,1228,667,141,825,0.93943661971831
Alabama,,35673,,1510,755,335,155,95,170,1320,733,130,845,0.970860927152318
Alabama,,35739,,785,440,140,85,40,80,638,394,65,485,0.895454545454546
Alabama,,35742,,55,30,10,5,5,5,44,26,3,35,0.866666666666667
Alabama,,35754,,950,540,180,95,50,85,777,479,77,585,0.887037037037037
Alabama,,35775,,175,80,40,25,10,20,151,78,20,100,0.975
Alabama,Dothan,,,53585,30135,10170,5395,2515,5370,43685,27277,4370,33700,
Alabama,,36016,,905,425,225,100,35,120,670,359,64,505,0.844705882352941
Alabama,,36017,,420,225,100,30,20,45,313,186,21,255,0.826666666666667
Alabama,,36027,,3130,1605,685,330,110,400,2550,1471,271,1795,0.916510903426791
Alabama,,36048,,485,235,125,45,20,60,336,184,27,265,0.782978723404255
Alabama,,36050,,60,40,5,10,0,5,48,36,7,50,0.9
Alabama,,36072,,470,220,110,45,10,85,354,201,35,245,0.913636363636364
Alabama,,36095,,20,20,0,0,0,0,21,20,1,20,1
Alabama,,36301,,6600,3845,1175,655,285,640,5583,3628,573,4260,0.943563068920676
Alabama,,36302,,565,260,150,45,15,95,449,257,32,275,0.988461538461539
Alabama,,36303,,5490,3230,1015,510,245,490,4669,3052,426,3585,0.944891640866873
Alabama,,36304,,210,95,50,15,5,45,174,94,11,90,0.989473684210526
Alabama,,36305,,2110,1345,270,220,120,155,1968,1339,227,1510,0.995539033457249
Alabama,,36310,,1850,1060,345,200,65,180,1506,930,149,1170,0.877358490566038
Alabama,,36311,,635,345,130,65,30,65,477,292,46,385,0.846376811594203
Alabama,,36312,,1325,740,240,135,65,145,1051,661,104,820,0.893243243243243
Alabama,,36313,,80,35,20,10,0,15,53,29,6,40,0.828571428571429
Alabama,,36314,,160,95,25,10,5,25,116,78,5,90,0.821052631578947
Alabama,,36316,,375,235,60,30,30,20,302,211,22,275,0.897872340425532
Alabama,,36317,,150,85,30,10,10,15,111,70,7,95,0.823529411764706
Alabama,,36318,,360,225,60,25,20,30,283,191,18,240,0.848888888888889
Alabama,,36319,,555,305,110,70,25,45,466,278,56,355,0.911475409836066
Alabama,,36320,,745,395,160,80,35,75,566,329,56,435,0.832911392405063
Alabama,,36321,,315,170,75,25,10,35,264,156,21,175,0.917647058823529
Alabama,,36322,,1435,755,285,145,95,155,1108,653,117,855,0.864900662251656
Alabama,,36323,,2060,1165,395,205,90,205,1665,1041,163,1305,0.893562231759657
